region,date,"case fatality rate (cfr) - 
 confirmed & probable cases",case fatality rate (cfr) - confirmed & probable cases,contacts lost to follow-up,contacts seen,"contacts who completed 21 day 
 follow-up",contacts who completed 21 day follow-up,cumulative (confirmed + probable + suspected),cumulative (confirmed + probable + suspects),cumulative cfr,cumulative admission/isolation,cumulative cases among hcw,"cumulative confirmed, probable and suspected cases",cumulative deaths among hcw,currently under follow-up,new case/s (probable),new case/s (suspected),new admissions,new case/s (confirmed),newly reported cases in hcw,newly reported deaths in hcw,newly reported contacts,newly reported deaths,specimens collected,specimens pending for testing,total case/s (probable),total case/s (suspected),"total number of confirmed cases 
 of guinean nationality","total number of confirmed cases 
 of sierra leonean nationality",total number of confirmed cases of guinean nationality,total number of confirmed cases of sierra leonean nationality,total case/s (confirmed),total confirmed cases,total contacts listed,total death/s in confirmed cases,"total death/s in confirmed, 
 probable, suspected cases","total death/s in confirmed,  probable, suspected cases","total death/s in confirmed, probable, suspected cases",total death/s in probable cases,total death/s in suspected cases,total discharges,"total no. currently in treatment 
 units",total no. currently in treatment units,total probable cases,total specimens tested,total suspected cases
nimba county,2014-07-07,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
river gee county,2014-07-07,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rivercess county,2014-07-07,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-07-07,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bomi county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bong county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand kru,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
lofa county,2014-07-08,,58.2,0.0,176.0,,6.0,,,,8.0,5.0,,3.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,3.0,,,,,0.0,4.0,,39.0,226.0,21.0,,,42.0,11.0,10.0,0.0,,8.0,16.0,0.0,31.0
margibi county,2014-07-08,,66.7,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,28.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
maryland county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-08,,88.2,0.0,166.0,,0.0,,,,6.0,5.0,,6.0,166.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,,,,,0.0,0.0,,22.0,166.0,15.0,,,36.0,15.0,6.0,0.0,,6.0,12.0,3.0,10.0
nimba county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
river gee county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rivercess county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-07-08,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bomi county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bong county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand kru,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
lofa county,2014-07-10,,,0.0,85.0,,22.0,,,,3.0,5.0,,4.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,,,,,0.0,4.0,,39.0,134.0,23.0,,,46.0,13.0,10.0,3.0,,3.0,16.0,5.0,32.0
margibi county,2014-07-10,,,0.0,5.0,,0.0,,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,28.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
maryland county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-10,,,0.0,166.0,,0.0,,,,7.0,5.0,,5.0,166.0,1.0,2.0,2.0,0.0,0.0,0.0,36.0,1.0,4.0,1.0,,,,,0.0,0.0,,23.0,202.0,14.0,,,36.0,15.0,7.0,0.0,,7.0,13.0,4.0,10.0
nimba county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
river gee county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rivercess county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-07-10,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bomi county,2014-07-13,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,0.0,1.0,,,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0
bong county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
grand kru,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
lofa county,2014-07-13,,62.7,0.0,150.0,,12.0,,,,15.0,5.0,,4.0,143.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,4.0,,39.0,155.0,23.0,,,49.0,14.0,12.0,0.0,,15.0,20.0,,45.0
margibi county,2014-07-13,,66.7,0.0,5.0,,0.0,,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,1.0,28.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,,0.0
maryland county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
montserrado county,2014-07-13,,82.5,0.0,209.0,,0.0,,,,5.0,6.0,,5.0,215.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,,,,,0.0,0.0,,23.0,215.0,16.0,,,42.0,17.0,9.0,2.0,,5.0,17.0,,15.0
nimba county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0
river gee county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
rivercess county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
sinoe county,2014-07-13,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
bomi county,2014-07-17,,100.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,1.0,,,2.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0
bong county,2014-07-17,,0.0,,,,,,,,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,4.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand kru,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
lofa county,2014-07-17,,61.2,,,,,,,,15.0,5.0,,4.0,,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,6.0,6.0,,,,,0.0,11.0,,41.0,,26.0,,,53.0,15.0,12.0,0.0,,15.0,26.0,4.0,46.0
margibi county,2014-07-17,,66.7,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
maryland county,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-17,,87.2,,,,,,,,9.0,7.0,,5.0,,5.0,0.0,2.0,0.0,1.0,0.0,,3.0,1.0,1.0,,,,,0.0,0.0,,23.0,,19.0,,,51.0,22.0,10.0,1.0,,9.0,24.0,6.0,16.0
nimba county,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0
river gee county,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rivercess county,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-07-17,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bomi county,2014-07-20,,100.0,2.0,2.0,,0.0,,,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,4.0,1.0,,,2.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0
bong county,2014-07-20,,11.1,1.0,16.0,,0.0,,,,0.0,15.0,,0.0,28.0,0.0,2.0,0.0,0.0,1.0,0.0,9.0,2.0,2.0,0.0,,,,,0.0,0.0,,4.0,30.0,0.0,,,2.0,1.0,1.0,0.0,,0.0,5.0,0.0,10.0
grand kru,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
lofa county,2014-07-20,,61.8,0.0,129.0,,0.0,,,,13.0,5.0,,4.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,0.0,11.0,,41.0,129.0,27.0,,,55.0,15.0,13.0,0.0,,13.0,27.0,0.0,50.0
margibi county,2014-07-20,,66.7,0.0,5.0,,0.0,,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,28.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
maryland county,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-20,,84.9,0.0,242.0,,0.0,,,,14.0,7.0,,6.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,0.0,0.0,,23.0,254.0,20.0,,,55.0,25.0,10.0,0.0,,14.0,30.0,10.0,17.0
nimba county,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,0.0,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,2.0
river gee county,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
rivercess county,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
sinoe county,2014-07-20,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
bomi county,2014-07-24,,15.4,2.0,0.0,,0.0,,,,0.0,0.0,,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,,,,,0.0,0.0,,1.0,4.0,1.0,,,2.0,1.0,0.0,0.0,,0.0,12.0,0.0,0.0
bong county,2014-07-24,,26.1,0.0,26.0,,0.0,,,,0.0,20.0,,3.0,51.0,4.0,2.0,0.0,0.0,4.0,0.0,22.0,0.0,6.0,6.0,,,,,0.0,0.0,,10.0,51.0,4.0,,,7.0,2.0,1.0,0.0,,0.0,13.0,0.0,12.0
gbarpolu county,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand bassa,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand cape mount,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand gedeh,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0
lofa county,2014-07-24,,58.4,0.0,113.0,,0.0,,,,13.0,9.0,,5.0,176.0,1.0,1.0,1.0,3.0,0.0,1.0,12.0,1.0,1.0,1.0,,,,,0.0,11.0,,44.0,176.0,32.0,,,66.0,20.0,14.0,2.0,,13.0,45.0,4.0,53.0
margibi county,2014-07-24,,50.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,28.0,2.0,,,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0
maryland county,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-24,,87.7,0.0,276.0,,0.0,,,,16.0,8.0,,7.0,284.0,0.0,7.0,7.0,2.0,1.0,0.0,8.0,4.0,0.0,0.0,,,,,0.0,0.0,,27.0,284.0,21.0,,,58.0,36.0,1.0,0.0,,16.0,38.0,9.0,24.0
nimba county,2014-07-24,,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0
bomi county,2014-07-26,,,2.0,0.0,,0.0,,,,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,0.0,0.0,,7.0,4.0,1.0,,,2.0,1.0,0.0,0.0,,0.0,12.0,0.0,0.0
bong county,2014-07-26,,,0.0,26.0,,0.0,,,,0.0,20.0,,3.0,51.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,,,,,0.0,0.0,,10.0,51.0,4.0,,,8.0,3.0,1.0,0.0,,0.0,13.0,0.0,16.0
gbarpolu county,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand bassa,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand cape mount,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
grand gedeh,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0
lofa county,2014-07-26,,,0.0,112.0,,4.0,,,,9.0,9.0,,0.0,176.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,,,,,0.0,11.0,,44.0,180.0,34.0,,,68.0,20.0,14.0,4.0,,9.0,48.0,0.0,54.0
margibi county,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,0.0,0.0,,2.0,28.0,2.0,,,4.0,0.0,2.0,0.0,,0.0,2.0,0.0,2.0
maryland county,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
montserrado county,2014-07-26,,,0.0,276.0,,0.0,,,,22.0,8.0,,13.0,284.0,0.0,3.0,9.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,,27.0,284.0,25.0,,,62.0,36.0,1.0,4.0,,22.0,38.0,9.0,27.0
nimba county,2014-07-26,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0
bomi county,2014-08-02,,,0.0,37.0,,0.0,,,,,4.0,,4.0,45.0,,,,,0.0,0.0,0.0,0.0,,4.0,,,,,,,,7.0,46.0,6.0,,,8.0,2.0,0.0,,,,16.0,,
bong county,2014-08-02,,,,,,,,,,,23.0,,3.0,51.0,,,,,0.0,0.0,0.0,0.0,,9.0,,,,,,,,10.0,51.0,4.0,,,11.0,6.0,1.0,,,,16.0,,27.0
gbarpolu county,2014-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand bassa,2014-08-02,,,,,,,,,,,,,,3.0,,,,,,,0.0,0.0,,1.0,,,,,,,,,3.0,0.0,,,1.0,1.0,,,,,1.0,,
grand cape mount,2014-08-02,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1.0,,3.0,,1.0,,,2.0,1.0,0.0,,,,1.0,,
grand gedeh,2014-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lofa county,2014-08-02,,,,220.0,,,,,,28.0,15.0,,8.0,220.0,4.0,,9.0,,0.0,0.0,0.0,6.0,,,,,,,,11.0,,63.0,228.0,55.0,,,107.0,37.0,15.0,3.0,,28.0,121.0,11.0,55.0
margibi county,2014-08-02,,,,,,,,,,,,,,5.0,,,,,,,0.0,0.0,,1.0,,,,,,,,2.0,28.0,2.0,,,5.0,0.0,3.0,,,,2.0,,5.0
maryland county,2014-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
montserrado county,2014-08-02,,,,435.0,,,,,,12.0,17.0,,20.0,529.0,4.0,2.0,2.0,,0.0,0.0,0.0,6.0,7.0,1.0,,,,,,,,42.0,529.0,48.0,,,117.0,48.0,21.0,2.0,,12.0,69.0,7.0,17.0
nimba county,2014-08-02,,,2.0,46.0,,7.0,,,,,1.0,,,46.0,1.0,,,,,,5.0,1.0,4.0,4.0,,,,,,,,5.0,55.0,2.0,,,5.0,3.0,0.0,,,,5.0,,3.0
rivercess county,2014-08-02,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,1.0,1.0,0.0,,,,1.0,,
bomi county,2014-08-04,,,7.0,38.0,,1.0,,,,,4.0,,4.0,38.0,1.0,4.0,,0.0,,,,1.0,5.0,9.0,,,,,0.0,0.0,,7.0,46.0,6.0,,,10.0,4.0,,,,,18.0,,4.0
bong county,2014-08-04,,,,37.0,,12.0,,,,,23.0,,3.0,50.0,0.0,0.0,,0.0,,,,,,9.0,,,,,0.0,0.0,,10.0,62.0,4.0,,,11.0,6.0,1.0,,,,16.0,,33.0
gbarpolu county,2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grand bassa,2014-08-04,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,3.0,,,,1.0,1.0,,,,,1.0,,
grand cape mount,2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,,,2.0,1.0,,,,,1.0,,
grand gedeh,2014-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
